k,alpha,unknownId,classification,pearson,isoId,species
7,0.990,PH-013,Cow(4)(4.250000),0.992,Pp-126,Cw
7,0.990,PH-013,Cow(4)(4.250000),0.992,Cw-1271,Cow
7,0.990,PH-013,Cow(4)(4.250000),0.992,Ho-010,Horse
7,0.990,PH-013,Cow(4)(4.250000),0.991,Hu-2006,Human
7,0.990,PH-013,Cow(4)(4.250000),0.991,Ho-018,Horse
7,0.990,PH-013,Cow(4)(4.250000),0.990,Hu-2003,Human
7,0.990,PH-013,Cow(4)(4.250000),0.991,Cw-1534,Cow
7,0.990,PH-013,Cow(4)(4.250000),0.990,Cw-1053,Cow
7,0.990,PH-013,Cow(4)(4.250000),0.990,Pg-078,Pigeon
7,0.990,PH-013,Cow(4)(4.250000),0.990,Cw-1543,Cow
