k,alpha,unknownId,classification,pearson,isoId,species
7,0.000,PH-025,Cow(5)(4.200000),0.993,Cw-1271,Cow
7,0.000,PH-025,Cow(5)(4.200000),0.987,Pp-126,Cw
7,0.000,PH-025,Cow(5)(4.200000),0.993,Hu-2006,Human
7,0.000,PH-025,Cow(5)(4.200000),0.986,Ho-010,Horse
7,0.000,PH-025,Cow(5)(4.200000),0.992,Hu-2003,Human
7,0.000,PH-025,Cow(5)(4.200000),0.985,Cw-1534,Cow
7,0.000,PH-025,Cow(5)(4.200000),0.992,Cw-1327,Cow
7,0.000,PH-025,Cow(5)(4.200000),0.985,Pg-078,Pigeon
7,0.000,PH-025,Cow(5)(4.200000),0.991,Hu-2005,Human
7,0.000,PH-025,Cow(5)(4.200000),0.985,Ho-018,Horse
7,0.000,PH-025,Cow(5)(4.200000),0.991,Hu-2002,Human
7,0.000,PH-025,Cow(5)(4.200000),0.984,Cw-1053,Cow
7,0.000,PH-025,Cow(5)(4.200000),0.991,Hu-1994,Human
7,0.000,PH-025,Cow(5)(4.200000),0.984,Cw-1543,Cow
