k,alpha,unknownId,classification,pearson,isoId,species
8,0.980,PH-020,Human(7)(4.857143),0.994,Hu-2006,Human
8,0.980,PH-020,Human(7)(4.857143),0.982,Cw-1593,Cow
8,0.980,PH-020,Human(7)(4.857143),0.994,Cw-1271,Cow
8,0.980,PH-020,Human(7)(4.857143),0.982,Pg-078,Pigeon
8,0.980,PH-020,Human(7)(4.857143),0.994,Hu-2003,Human
8,0.980,PH-020,Human(7)(4.857143),0.981,Pg-075,Pigeon
8,0.980,PH-020,Human(7)(4.857143),0.993,Hu-1994,Human
8,0.980,PH-020,Human(7)(4.857143),0.981,Pg-076,Pigeon
8,0.980,PH-020,Human(7)(4.857143),0.993,Hu-2005,Human
8,0.980,PH-020,Human(7)(4.857143),0.993,Hu-2002,Human
8,0.980,PH-020,Human(7)(4.857143),0.993,Hu-2010,Human
8,0.980,PH-020,Human(7)(4.857143),0.993,Hu-2023,Human
